Number A,Operation,Number B,Solution
17.0,2.0,6.0,11.0
8.0,2.0,20.0,-12.0
7.0,4.0,6.0,1.1666666666666667
15.0,3.0,11.0,165.0
4.0,3.0,12.0,48.0
7.0,4.0,9.0,0.7777777777777778
6.0,3.0,9.0,54.0
18.0,4.0,4.0,4.5
13.0,3.0,3.0,39.0
3.0,1.0,18.0,21.0
7.0,4.0,18.0,0.3888888888888889
17.0,4.0,9.0,1.8888888888888888
11.0,1.0,8.0,19.0
16.0,4.0,17.0,0.9411764705882353
15.0,3.0,7.0,105.0
14.0,1.0,18.0,32.0
16.0,1.0,14.0,30.0
12.0,2.0,19.0,-7.0
6.0,3.0,9.0,54.0
9.0,3.0,4.0,36.0
19.0,3.0,6.0,114.0
15.0,2.0,2.0,13.0
15.0,3.0,18.0,270.0
1.0,4.0,20.0,0.05
19.0,1.0,1.0,20.0
12.0,1.0,9.0,21.0
7.0,2.0,3.0,4.0
12.0,3.0,11.0,132.0
14.0,2.0,5.0,9.0
13.0,2.0,12.0,1.0
2.0,3.0,1.0,2.0
19.0,1.0,15.0,34.0
12.0,1.0,7.0,19.0
11.0,4.0,14.0,0.7857142857142857
7.0,1.0,4.0,11.0
14.0,2.0,17.0,-3.0
10.0,1.0,11.0,21.0
8.0,3.0,11.0,88.0
4.0,3.0,6.0,24.0
12.0,3.0,20.0,240.0
13.0,2.0,8.0,5.0
19.0,1.0,11.0,30.0
20.0,4.0,1.0,20.0
8.0,4.0,2.0,4.0
11.0,2.0,7.0,4.0
7.0,2.0,7.0,0.0
14.0,4.0,3.0,4.666666666666667
18.0,2.0,13.0,5.0
1.0,2.0,20.0,-19.0
17.0,3.0,6.0,102.0
19.0,2.0,7.0,12.0
19.0,2.0,5.0,14.0
13.0,3.0,12.0,156.0
16.0,1.0,19.0,35.0
19.0,1.0,11.0,30.0
5.0,1.0,1.0,6.0
4.0,3.0,14.0,56.0
1.0,1.0,14.0,15.0
1.0,2.0,20.0,-19.0
11.0,4.0,16.0,0.6875
8.0,3.0,1.0,8.0
7.0,1.0,20.0,27.0
14.0,2.0,14.0,0.0
11.0,3.0,12.0,132.0
20.0,4.0,11.0,1.8181818181818181
11.0,1.0,13.0,24.0
6.0,1.0,8.0,14.0
11.0,1.0,14.0,25.0
3.0,1.0,10.0,13.0
1.0,1.0,11.0,12.0
5.0,3.0,15.0,75.0
11.0,1.0,15.0,26.0
4.0,4.0,12.0,0.3333333333333333
6.0,3.0,12.0,72.0
19.0,4.0,12.0,1.5833333333333333
5.0,2.0,3.0,2.0
12.0,3.0,14.0,168.0
2.0,2.0,8.0,-6.0
19.0,3.0,2.0,38.0
12.0,1.0,9.0,21.0
4.0,1.0,13.0,17.0
20.0,4.0,8.0,2.5
8.0,1.0,7.0,15.0
18.0,2.0,7.0,11.0
14.0,3.0,7.0,98.0
8.0,2.0,6.0,2.0
7.0,1.0,10.0,17.0
11.0,1.0,7.0,18.0
8.0,3.0,10.0,80.0
6.0,3.0,19.0,114.0
4.0,4.0,19.0,0.21052631578947367
8.0,2.0,14.0,-6.0
14.0,4.0,4.0,3.5
17.0,4.0,17.0,1.0
5.0,1.0,15.0,20.0
9.0,2.0,18.0,-9.0
7.0,3.0,6.0,42.0
2.0,1.0,15.0,17.0
19.0,1.0,17.0,36.0
12.0,4.0,2.0,6.0
11.0,1.0,1.0,12.0
6.0,3.0,17.0,102.0
14.0,3.0,2.0,28.0
12.0,3.0,11.0,132.0
15.0,3.0,3.0,45.0
7.0,1.0,8.0,15.0
1.0,2.0,17.0,-16.0
5.0,1.0,16.0,21.0
17.0,3.0,5.0,85.0
3.0,2.0,19.0,-16.0
1.0,1.0,20.0,21.0
7.0,4.0,14.0,0.5
10.0,4.0,6.0,1.6666666666666667
16.0,1.0,10.0,26.0
13.0,3.0,2.0,26.0
15.0,3.0,2.0,30.0
15.0,1.0,3.0,18.0
12.0,1.0,1.0,13.0
11.0,3.0,15.0,165.0
9.0,4.0,17.0,0.5294117647058824
1.0,1.0,19.0,20.0
8.0,3.0,18.0,144.0
18.0,4.0,3.0,6.0
3.0,1.0,13.0,16.0
10.0,2.0,4.0,6.0
9.0,1.0,10.0,19.0
14.0,3.0,4.0,56.0
2.0,4.0,11.0,0.18181818181818182
20.0,4.0,12.0,1.6666666666666667
15.0,4.0,15.0,1.0
2.0,4.0,18.0,0.1111111111111111
1.0,4.0,9.0,0.1111111111111111
16.0,1.0,12.0,28.0
4.0,1.0,1.0,5.0
5.0,4.0,13.0,0.38461538461538464
5.0,4.0,5.0,1.0
7.0,3.0,12.0,84.0
3.0,3.0,1.0,3.0
17.0,1.0,8.0,25.0
11.0,3.0,15.0,165.0
10.0,4.0,19.0,0.5263157894736842
13.0,1.0,4.0,17.0
3.0,1.0,7.0,10.0
16.0,1.0,18.0,34.0
20.0,4.0,10.0,2.0
19.0,2.0,2.0,17.0
16.0,4.0,2.0,8.0
8.0,1.0,12.0,20.0
15.0,3.0,6.0,90.0
20.0,2.0,17.0,3.0
5.0,2.0,4.0,1.0
18.0,2.0,9.0,9.0
10.0,3.0,15.0,150.0
12.0,1.0,7.0,19.0
10.0,2.0,7.0,3.0
18.0,4.0,12.0,1.5
20.0,1.0,13.0,33.0
18.0,2.0,11.0,7.0
13.0,2.0,1.0,12.0
17.0,2.0,19.0,-2.0
10.0,2.0,2.0,8.0
15.0,1.0,5.0,20.0
13.0,2.0,3.0,10.0
10.0,1.0,16.0,26.0
2.0,2.0,10.0,-8.0
14.0,4.0,4.0,3.5
18.0,2.0,11.0,7.0
17.0,3.0,10.0,170.0
19.0,3.0,18.0,342.0
5.0,3.0,20.0,100.0
17.0,4.0,13.0,1.3076923076923077
11.0,4.0,11.0,1.0
13.0,1.0,17.0,30.0
8.0,3.0,18.0,144.0
13.0,4.0,12.0,1.0833333333333333
13.0,4.0,10.0,1.3
14.0,4.0,17.0,0.8235294117647058
5.0,4.0,14.0,0.35714285714285715
12.0,3.0,5.0,60.0
5.0,2.0,14.0,-9.0
13.0,3.0,17.0,221.0
1.0,4.0,14.0,0.07142857142857142
1.0,3.0,4.0,4.0
17.0,2.0,13.0,4.0
10.0,3.0,12.0,120.0
16.0,2.0,5.0,11.0
4.0,2.0,2.0,2.0
16.0,3.0,15.0,240.0
4.0,3.0,5.0,20.0
20.0,2.0,7.0,13.0
20.0,1.0,7.0,27.0
15.0,2.0,17.0,-2.0
18.0,1.0,18.0,36.0
5.0,1.0,12.0,17.0
11.0,1.0,15.0,26.0
1.0,3.0,12.0,12.0
9.0,3.0,5.0,45.0
8.0,4.0,3.0,2.6666666666666665
1.0,2.0,9.0,-8.0
8.0,3.0,19.0,152.0
14.0,3.0,13.0,182.0
18.0,1.0,17.0,35.0
15.0,2.0,5.0,10.0
16.0,1.0,15.0,31.0
18.0,1.0,5.0,23.0
17.0,4.0,15.0,1.1333333333333333
9.0,4.0,6.0,1.5
16.0,3.0,5.0,80.0
2.0,2.0,1.0,1.0
1.0,4.0,12.0,0.08333333333333333
18.0,1.0,13.0,31.0
15.0,2.0,15.0,0.0
14.0,2.0,12.0,2.0
14.0,3.0,3.0,42.0
13.0,4.0,13.0,1.0
13.0,3.0,15.0,195.0
18.0,1.0,5.0,23.0
4.0,4.0,17.0,0.23529411764705882
2.0,4.0,12.0,0.16666666666666666
10.0,4.0,1.0,10.0
16.0,4.0,7.0,2.2857142857142856
11.0,4.0,20.0,0.55
14.0,1.0,14.0,28.0
13.0,4.0,1.0,13.0
2.0,1.0,10.0,12.0
10.0,3.0,10.0,100.0
13.0,4.0,16.0,0.8125
19.0,1.0,14.0,33.0
5.0,3.0,7.0,35.0
8.0,2.0,19.0,-11.0
6.0,1.0,17.0,23.0
15.0,4.0,10.0,1.5
13.0,2.0,4.0,9.0
16.0,3.0,1.0,16.0
19.0,1.0,10.0,29.0
12.0,2.0,14.0,-2.0
11.0,2.0,4.0,7.0
12.0,2.0,8.0,4.0
16.0,1.0,12.0,28.0
4.0,4.0,14.0,0.2857142857142857
5.0,2.0,9.0,-4.0
7.0,1.0,15.0,22.0
10.0,1.0,11.0,21.0
19.0,4.0,18.0,1.0555555555555556
7.0,4.0,18.0,0.3888888888888889
1.0,3.0,3.0,3.0
5.0,4.0,9.0,0.5555555555555556
2.0,1.0,20.0,22.0
4.0,2.0,13.0,-9.0
20.0,3.0,8.0,160.0
3.0,1.0,18.0,21.0
20.0,3.0,13.0,260.0
15.0,2.0,2.0,13.0
3.0,4.0,4.0,0.75
10.0,4.0,17.0,0.5882352941176471
19.0,1.0,7.0,26.0
8.0,2.0,12.0,-4.0
15.0,1.0,10.0,25.0
7.0,3.0,12.0,84.0
5.0,2.0,10.0,-5.0
7.0,3.0,1.0,7.0
3.0,3.0,19.0,57.0
5.0,1.0,7.0,12.0
6.0,2.0,19.0,-13.0
15.0,3.0,15.0,225.0
6.0,1.0,12.0,18.0
15.0,1.0,8.0,23.0
16.0,2.0,16.0,0.0
4.0,3.0,17.0,68.0
7.0,2.0,18.0,-11.0
20.0,3.0,18.0,360.0
12.0,1.0,1.0,13.0
14.0,1.0,6.0,20.0
17.0,4.0,8.0,2.125
10.0,2.0,19.0,-9.0
14.0,3.0,5.0,70.0
7.0,3.0,9.0,63.0
13.0,4.0,2.0,6.5
1.0,4.0,8.0,0.125
4.0,2.0,5.0,-1.0
12.0,2.0,10.0,2.0
9.0,4.0,5.0,1.8
6.0,3.0,19.0,114.0
19.0,3.0,4.0,76.0
15.0,1.0,3.0,18.0
12.0,1.0,7.0,19.0
9.0,2.0,12.0,-3.0
10.0,2.0,5.0,5.0
12.0,4.0,6.0,2.0
4.0,2.0,7.0,-3.0
18.0,2.0,11.0,7.0
6.0,1.0,14.0,20.0
12.0,3.0,2.0,24.0
17.0,3.0,9.0,153.0
2.0,3.0,9.0,18.0
2.0,3.0,8.0,16.0
18.0,1.0,14.0,32.0
3.0,1.0,4.0,7.0
15.0,1.0,1.0,16.0
5.0,4.0,11.0,0.45454545454545453
3.0,4.0,2.0,1.5
17.0,2.0,8.0,9.0
13.0,4.0,6.0,2.1666666666666665
3.0,1.0,3.0,6.0
13.0,1.0,11.0,24.0
10.0,2.0,16.0,-6.0
11.0,4.0,13.0,0.8461538461538461
19.0,3.0,16.0,304.0
14.0,1.0,9.0,23.0
5.0,3.0,15.0,75.0
5.0,2.0,9.0,-4.0
10.0,3.0,7.0,70.0
11.0,4.0,14.0,0.7857142857142857
14.0,3.0,18.0,252.0
15.0,2.0,5.0,10.0
5.0,4.0,19.0,0.2631578947368421
5.0,4.0,3.0,1.6666666666666667
7.0,2.0,1.0,6.0
16.0,2.0,16.0,0.0
11.0,2.0,1.0,10.0
8.0,3.0,12.0,96.0
5.0,4.0,20.0,0.25
9.0,2.0,3.0,6.0
10.0,1.0,20.0,30.0
1.0,3.0,18.0,18.0
2.0,2.0,12.0,-10.0
17.0,3.0,1.0,17.0
10.0,4.0,9.0,1.1111111111111112
7.0,3.0,20.0,140.0
13.0,1.0,11.0,24.0
15.0,4.0,7.0,2.142857142857143
1.0,1.0,2.0,3.0
18.0,1.0,2.0,20.0
15.0,3.0,6.0,90.0
20.0,2.0,1.0,19.0
15.0,3.0,20.0,300.0
19.0,4.0,17.0,1.1176470588235294
17.0,4.0,12.0,1.4166666666666667
14.0,3.0,19.0,266.0
19.0,1.0,8.0,27.0
13.0,1.0,6.0,19.0
1.0,1.0,14.0,15.0
9.0,4.0,6.0,1.5
9.0,1.0,7.0,16.0
16.0,3.0,5.0,80.0
10.0,2.0,8.0,2.0
3.0,2.0,18.0,-15.0
15.0,3.0,7.0,105.0
20.0,3.0,6.0,120.0
6.0,4.0,8.0,0.75
16.0,1.0,11.0,27.0
2.0,3.0,1.0,2.0
20.0,1.0,6.0,26.0
15.0,3.0,15.0,225.0
2.0,2.0,10.0,-8.0
3.0,4.0,9.0,0.3333333333333333
6.0,2.0,10.0,-4.0
14.0,4.0,7.0,2.0
11.0,2.0,19.0,-8.0
3.0,1.0,1.0,4.0
18.0,4.0,9.0,2.0
12.0,3.0,11.0,132.0
1.0,2.0,13.0,-12.0
13.0,2.0,10.0,3.0
1.0,2.0,9.0,-8.0
2.0,3.0,19.0,38.0
1.0,4.0,1.0,1.0
15.0,4.0,2.0,7.5
15.0,4.0,7.0,2.142857142857143
15.0,4.0,5.0,3.0
1.0,1.0,5.0,6.0
16.0,2.0,3.0,13.0
4.0,1.0,16.0,20.0
9.0,3.0,8.0,72.0
13.0,2.0,13.0,0.0
19.0,3.0,7.0,133.0
15.0,3.0,3.0,45.0
6.0,1.0,10.0,16.0
16.0,2.0,4.0,12.0
10.0,4.0,4.0,2.5
9.0,4.0,10.0,0.9
4.0,3.0,9.0,36.0
15.0,4.0,15.0,1.0
1.0,4.0,15.0,0.06666666666666667
20.0,3.0,11.0,220.0
16.0,1.0,2.0,18.0
6.0,2.0,15.0,-9.0
19.0,1.0,14.0,33.0
14.0,2.0,2.0,12.0
3.0,3.0,5.0,15.0
17.0,3.0,4.0,68.0
17.0,1.0,5.0,22.0
9.0,2.0,2.0,7.0
8.0,1.0,7.0,15.0
1.0,1.0,11.0,12.0
10.0,1.0,20.0,30.0
1.0,2.0,11.0,-10.0
19.0,1.0,12.0,31.0
17.0,4.0,8.0,2.125
9.0,3.0,1.0,9.0
17.0,1.0,2.0,19.0
11.0,1.0,16.0,27.0
9.0,1.0,8.0,17.0
10.0,3.0,10.0,100.0
3.0,2.0,14.0,-11.0
7.0,3.0,2.0,14.0
18.0,3.0,10.0,180.0
6.0,4.0,9.0,0.6666666666666666
8.0,2.0,4.0,4.0
13.0,1.0,4.0,17.0
8.0,3.0,9.0,72.0
9.0,2.0,9.0,0.0
16.0,2.0,10.0,6.0
9.0,3.0,19.0,171.0
11.0,4.0,7.0,1.5714285714285714
9.0,2.0,18.0,-9.0
8.0,2.0,10.0,-2.0
1.0,2.0,15.0,-14.0
14.0,4.0,19.0,0.7368421052631579
7.0,2.0,13.0,-6.0
4.0,3.0,20.0,80.0
5.0,2.0,12.0,-7.0
1.0,3.0,20.0,20.0
14.0,1.0,19.0,33.0
18.0,4.0,2.0,9.0
8.0,1.0,11.0,19.0
12.0,1.0,16.0,28.0
2.0,2.0,7.0,-5.0
17.0,4.0,7.0,2.4285714285714284
9.0,2.0,18.0,-9.0
1.0,3.0,19.0,19.0
4.0,4.0,12.0,0.3333333333333333
19.0,3.0,12.0,228.0
11.0,4.0,17.0,0.6470588235294118
10.0,4.0,4.0,2.5
3.0,1.0,7.0,10.0
12.0,4.0,18.0,0.6666666666666666
15.0,3.0,14.0,210.0
19.0,2.0,2.0,17.0
4.0,4.0,20.0,0.2
15.0,3.0,2.0,30.0
8.0,1.0,2.0,10.0
18.0,1.0,18.0,36.0
19.0,1.0,8.0,27.0
12.0,1.0,7.0,19.0
10.0,1.0,11.0,21.0
8.0,2.0,6.0,2.0
18.0,3.0,6.0,108.0
12.0,3.0,20.0,240.0
5.0,4.0,7.0,0.7142857142857143
11.0,1.0,9.0,20.0
13.0,2.0,12.0,1.0
19.0,4.0,4.0,4.75
16.0,1.0,15.0,31.0
12.0,2.0,5.0,7.0
12.0,1.0,2.0,14.0
17.0,4.0,14.0,1.2142857142857142
16.0,2.0,14.0,2.0
10.0,2.0,11.0,-1.0
10.0,4.0,18.0,0.5555555555555556
15.0,2.0,13.0,2.0
6.0,2.0,15.0,-9.0
9.0,2.0,6.0,3.0
17.0,3.0,13.0,221.0
12.0,1.0,4.0,16.0
10.0,1.0,8.0,18.0
12.0,2.0,15.0,-3.0
8.0,1.0,17.0,25.0
14.0,1.0,7.0,21.0
8.0,1.0,1.0,9.0
4.0,1.0,15.0,19.0
16.0,1.0,17.0,33.0
6.0,3.0,17.0,102.0
6.0,2.0,6.0,0.0
10.0,3.0,14.0,140.0
8.0,4.0,4.0,2.0
4.0,1.0,13.0,17.0
3.0,3.0,7.0,21.0
12.0,1.0,9.0,21.0
7.0,1.0,19.0,26.0
17.0,3.0,5.0,85.0
3.0,3.0,12.0,36.0
17.0,2.0,20.0,-3.0
19.0,3.0,4.0,76.0
2.0,2.0,7.0,-5.0
15.0,1.0,17.0,32.0
8.0,3.0,14.0,112.0
5.0,4.0,7.0,0.7142857142857143
13.0,1.0,3.0,16.0
10.0,1.0,1.0,11.0
10.0,4.0,15.0,0.6666666666666666
5.0,4.0,14.0,0.35714285714285715
14.0,4.0,8.0,1.75
11.0,2.0,7.0,4.0
7.0,1.0,2.0,9.0
10.0,3.0,2.0,20.0
1.0,4.0,9.0,0.1111111111111111
7.0,2.0,2.0,5.0
13.0,2.0,5.0,8.0
8.0,1.0,6.0,14.0
18.0,3.0,17.0,306.0
18.0,1.0,17.0,35.0
14.0,1.0,2.0,16.0
11.0,2.0,7.0,4.0
2.0,2.0,20.0,-18.0
8.0,2.0,7.0,1.0
19.0,2.0,2.0,17.0
15.0,4.0,2.0,7.5
2.0,2.0,4.0,-2.0
19.0,3.0,9.0,171.0
1.0,3.0,18.0,18.0
18.0,2.0,16.0,2.0
19.0,1.0,15.0,34.0
12.0,4.0,14.0,0.8571428571428571
1.0,4.0,13.0,0.07692307692307693
2.0,3.0,8.0,16.0
5.0,1.0,9.0,14.0
6.0,1.0,6.0,12.0
1.0,2.0,8.0,-7.0
14.0,2.0,19.0,-5.0
6.0,2.0,8.0,-2.0
17.0,2.0,4.0,13.0
13.0,3.0,11.0,143.0
8.0,2.0,18.0,-10.0
19.0,4.0,8.0,2.375
18.0,3.0,6.0,108.0
9.0,1.0,7.0,16.0
17.0,2.0,7.0,10.0
3.0,4.0,19.0,0.15789473684210525
3.0,2.0,12.0,-9.0
3.0,1.0,17.0,20.0
19.0,2.0,7.0,12.0
19.0,1.0,16.0,35.0
17.0,2.0,15.0,2.0
15.0,2.0,6.0,9.0
7.0,4.0,16.0,0.4375
10.0,4.0,15.0,0.6666666666666666
7.0,2.0,16.0,-9.0
8.0,3.0,14.0,112.0
14.0,4.0,5.0,2.8
19.0,2.0,10.0,9.0
9.0,4.0,2.0,4.5
4.0,1.0,10.0,14.0
8.0,1.0,20.0,28.0
17.0,4.0,17.0,1.0
4.0,1.0,4.0,8.0
11.0,1.0,12.0,23.0
3.0,1.0,12.0,15.0
8.0,2.0,17.0,-9.0
17.0,4.0,5.0,3.4
19.0,3.0,15.0,285.0
18.0,2.0,1.0,17.0
10.0,2.0,2.0,8.0
11.0,1.0,13.0,24.0
17.0,2.0,18.0,-1.0
17.0,3.0,18.0,306.0
11.0,1.0,2.0,13.0
10.0,2.0,12.0,-2.0
6.0,1.0,9.0,15.0
12.0,4.0,20.0,0.6
10.0,2.0,12.0,-2.0
19.0,4.0,5.0,3.8
8.0,4.0,2.0,4.0
3.0,4.0,19.0,0.15789473684210525
1.0,2.0,8.0,-7.0
12.0,1.0,7.0,19.0
20.0,4.0,1.0,20.0
17.0,1.0,6.0,23.0
8.0,4.0,14.0,0.5714285714285714
16.0,4.0,11.0,1.4545454545454546
13.0,4.0,8.0,1.625
19.0,1.0,12.0,31.0
7.0,1.0,2.0,9.0
18.0,2.0,4.0,14.0
12.0,1.0,18.0,30.0
9.0,2.0,17.0,-8.0
15.0,1.0,2.0,17.0
10.0,2.0,7.0,3.0
16.0,4.0,8.0,2.0
12.0,1.0,12.0,24.0
13.0,4.0,19.0,0.6842105263157895
17.0,4.0,19.0,0.8947368421052632
5.0,2.0,2.0,3.0
9.0,2.0,3.0,6.0
10.0,3.0,11.0,110.0
8.0,1.0,9.0,17.0
19.0,2.0,9.0,10.0
14.0,3.0,4.0,56.0
3.0,4.0,8.0,0.375
8.0,1.0,12.0,20.0
3.0,1.0,19.0,22.0
12.0,4.0,2.0,6.0
16.0,4.0,10.0,1.6
20.0,4.0,9.0,2.2222222222222223
12.0,3.0,13.0,156.0
3.0,3.0,19.0,57.0
10.0,3.0,19.0,190.0
17.0,3.0,20.0,340.0
10.0,4.0,8.0,1.25
20.0,2.0,4.0,16.0
19.0,2.0,11.0,8.0
16.0,1.0,18.0,34.0
2.0,1.0,16.0,18.0
11.0,4.0,8.0,1.375
17.0,2.0,20.0,-3.0
15.0,3.0,1.0,15.0
19.0,3.0,20.0,380.0
11.0,3.0,2.0,22.0
2.0,4.0,11.0,0.18181818181818182
12.0,1.0,7.0,19.0
17.0,1.0,18.0,35.0
15.0,1.0,8.0,23.0
12.0,1.0,13.0,25.0
19.0,4.0,16.0,1.1875
20.0,4.0,3.0,6.666666666666667
12.0,2.0,10.0,2.0
7.0,3.0,18.0,126.0
14.0,4.0,9.0,1.5555555555555556
2.0,4.0,18.0,0.1111111111111111
11.0,2.0,5.0,6.0
7.0,1.0,4.0,11.0
8.0,3.0,15.0,120.0
13.0,3.0,9.0,117.0
3.0,3.0,12.0,36.0
11.0,2.0,9.0,2.0
11.0,4.0,11.0,1.0
16.0,2.0,5.0,11.0
19.0,3.0,17.0,323.0
5.0,4.0,3.0,1.6666666666666667
13.0,4.0,20.0,0.65
12.0,3.0,8.0,96.0
17.0,4.0,9.0,1.8888888888888888
17.0,3.0,15.0,255.0
2.0,1.0,19.0,21.0
7.0,2.0,12.0,-5.0
9.0,3.0,17.0,153.0
2.0,3.0,3.0,6.0
1.0,1.0,15.0,16.0
1.0,1.0,12.0,13.0
7.0,3.0,12.0,84.0
13.0,3.0,1.0,13.0
9.0,4.0,10.0,0.9
17.0,1.0,8.0,25.0
12.0,4.0,15.0,0.8
1.0,3.0,11.0,11.0
12.0,2.0,7.0,5.0
7.0,2.0,9.0,-2.0
1.0,4.0,9.0,0.1111111111111111
10.0,4.0,14.0,0.7142857142857143
2.0,3.0,15.0,30.0
13.0,4.0,15.0,0.8666666666666667
15.0,4.0,3.0,5.0
12.0,2.0,2.0,10.0
12.0,4.0,20.0,0.6
4.0,4.0,15.0,0.26666666666666666
11.0,3.0,13.0,143.0
14.0,1.0,16.0,30.0
5.0,3.0,2.0,10.0
5.0,4.0,18.0,0.2777777777777778
11.0,2.0,9.0,2.0
17.0,4.0,4.0,4.25
13.0,1.0,1.0,14.0
4.0,3.0,9.0,36.0
7.0,2.0,10.0,-3.0
8.0,2.0,5.0,3.0
17.0,2.0,9.0,8.0
2.0,1.0,11.0,13.0
6.0,3.0,14.0,84.0
14.0,1.0,9.0,23.0
2.0,2.0,12.0,-10.0
10.0,3.0,4.0,40.0
13.0,3.0,13.0,169.0
16.0,4.0,20.0,0.8
8.0,4.0,6.0,1.3333333333333333
1.0,2.0,1.0,0.0
3.0,3.0,7.0,21.0
3.0,2.0,19.0,-16.0
16.0,1.0,12.0,28.0
15.0,2.0,5.0,10.0
5.0,3.0,8.0,40.0
5.0,2.0,13.0,-8.0
6.0,4.0,5.0,1.2
14.0,2.0,11.0,3.0
16.0,4.0,2.0,8.0
19.0,1.0,7.0,26.0
17.0,2.0,16.0,1.0
13.0,1.0,3.0,16.0
13.0,2.0,6.0,7.0
6.0,3.0,6.0,36.0
2.0,3.0,14.0,28.0
12.0,1.0,7.0,19.0
18.0,4.0,16.0,1.125
19.0,3.0,10.0,190.0
13.0,4.0,3.0,4.333333333333333
15.0,4.0,17.0,0.8823529411764706
18.0,4.0,18.0,1.0
15.0,3.0,10.0,150.0
12.0,2.0,13.0,-1.0
11.0,4.0,4.0,2.75
6.0,2.0,9.0,-3.0
5.0,3.0,19.0,95.0
3.0,2.0,7.0,-4.0
6.0,4.0,7.0,0.8571428571428571
1.0,4.0,3.0,0.3333333333333333
15.0,3.0,19.0,285.0
16.0,1.0,20.0,36.0
2.0,2.0,7.0,-5.0
8.0,4.0,12.0,0.6666666666666666
19.0,4.0,18.0,1.0555555555555556
7.0,3.0,10.0,70.0
19.0,3.0,10.0,190.0
6.0,3.0,8.0,48.0
6.0,2.0,4.0,2.0
12.0,4.0,4.0,3.0
8.0,3.0,13.0,104.0
8.0,1.0,7.0,15.0
2.0,3.0,15.0,30.0
20.0,3.0,9.0,180.0
15.0,2.0,7.0,8.0
20.0,3.0,6.0,120.0
16.0,1.0,13.0,29.0
17.0,1.0,18.0,35.0
3.0,3.0,5.0,15.0
11.0,2.0,19.0,-8.0
5.0,3.0,14.0,70.0
20.0,2.0,19.0,1.0
14.0,1.0,18.0,32.0
15.0,1.0,18.0,33.0
20.0,4.0,15.0,1.3333333333333333
8.0,2.0,4.0,4.0
10.0,3.0,13.0,130.0
14.0,4.0,16.0,0.875
19.0,3.0,19.0,361.0
18.0,1.0,16.0,34.0
11.0,1.0,12.0,23.0
11.0,4.0,9.0,1.2222222222222223
2.0,3.0,8.0,16.0
14.0,1.0,13.0,27.0
15.0,2.0,1.0,14.0
13.0,3.0,13.0,169.0
1.0,3.0,4.0,4.0
10.0,3.0,13.0,130.0
19.0,3.0,18.0,342.0
6.0,2.0,13.0,-7.0
17.0,1.0,17.0,34.0
12.0,4.0,4.0,3.0
1.0,2.0,3.0,-2.0
3.0,1.0,18.0,21.0
7.0,3.0,15.0,105.0
16.0,2.0,20.0,-4.0
5.0,1.0,17.0,22.0
19.0,1.0,1.0,20.0
2.0,2.0,17.0,-15.0
17.0,1.0,12.0,29.0
16.0,3.0,3.0,48.0
11.0,1.0,18.0,29.0
19.0,4.0,10.0,1.9
7.0,2.0,15.0,-8.0
14.0,1.0,20.0,34.0
1.0,4.0,12.0,0.08333333333333333
12.0,2.0,13.0,-1.0
16.0,3.0,12.0,192.0
3.0,4.0,14.0,0.21428571428571427
14.0,3.0,20.0,280.0
20.0,1.0,20.0,40.0
3.0,3.0,5.0,15.0
6.0,2.0,3.0,3.0
7.0,4.0,19.0,0.3684210526315789
12.0,2.0,13.0,-1.0
15.0,4.0,4.0,3.75
8.0,3.0,6.0,48.0
20.0,4.0,2.0,10.0
12.0,1.0,19.0,31.0
14.0,4.0,20.0,0.7
4.0,1.0,18.0,22.0
17.0,1.0,13.0,30.0
12.0,3.0,15.0,180.0
17.0,4.0,1.0,17.0
13.0,2.0,10.0,3.0
1.0,3.0,2.0,2.0
12.0,4.0,7.0,1.7142857142857142
7.0,1.0,8.0,15.0
2.0,4.0,19.0,0.10526315789473684
13.0,4.0,13.0,1.0
1.0,3.0,4.0,4.0
1.0,1.0,2.0,3.0
5.0,4.0,17.0,0.29411764705882354
12.0,4.0,15.0,0.8
20.0,1.0,14.0,34.0
13.0,4.0,5.0,2.6
5.0,4.0,13.0,0.38461538461538464
10.0,4.0,20.0,0.5
8.0,1.0,9.0,17.0
12.0,2.0,3.0,9.0
12.0,4.0,19.0,0.631578947368421
4.0,2.0,15.0,-11.0
15.0,1.0,18.0,33.0
4.0,4.0,6.0,0.6666666666666666
2.0,3.0,16.0,32.0
20.0,1.0,2.0,22.0
12.0,4.0,14.0,0.8571428571428571
3.0,2.0,5.0,-2.0
1.0,4.0,18.0,0.05555555555555555
16.0,2.0,17.0,-1.0
9.0,1.0,13.0,22.0
9.0,3.0,2.0,18.0
6.0,4.0,7.0,0.8571428571428571
17.0,2.0,2.0,15.0
19.0,3.0,13.0,247.0
5.0,4.0,4.0,1.25
13.0,2.0,18.0,-5.0
15.0,2.0,6.0,9.0
13.0,1.0,7.0,20.0
16.0,2.0,11.0,5.0
8.0,1.0,3.0,11.0
1.0,4.0,10.0,0.1
19.0,1.0,14.0,33.0
1.0,2.0,8.0,-7.0
7.0,3.0,2.0,14.0
12.0,2.0,15.0,-3.0
17.0,1.0,14.0,31.0
9.0,3.0,12.0,108.0
7.0,1.0,19.0,26.0
15.0,4.0,7.0,2.142857142857143
11.0,1.0,2.0,13.0
14.0,4.0,19.0,0.7368421052631579
16.0,2.0,14.0,2.0
7.0,3.0,8.0,56.0
20.0,2.0,5.0,15.0
13.0,1.0,1.0,14.0
12.0,1.0,1.0,13.0
7.0,3.0,14.0,98.0
15.0,2.0,3.0,12.0
13.0,2.0,16.0,-3.0
8.0,3.0,15.0,120.0
